;row;job_commit;comment_commit;gh_pull_req_num;gh_comment_id;gh_comment_type;gh_created_at;gh_updated_at;gh_user_id;gh_user_login;gh_body;gh_reactions
32;1334.0;0225d28db8e32598a3b0725a512f6c2a774ba1a7;03e3f4778a051ff2a818f24207f42e167803ddea;30.0;2591663.0;pull_r;2013-01-09T15:54:54Z;2013-01-10T10:58:18Z;217842.0;AnthonyMastrean;"Can you name it just `informational_version`? We've left out the ""assembly"" prefix, being that it's clearly in an assembly related task.";
33;1335.0;0225d28db8e32598a3b0725a512f6c2a774ba1a7;03e3f4778a051ff2a818f24207f42e167803ddea;30.0;2591663.0;pull_r;2013-01-09T15:54:54Z;2013-01-10T10:58:18Z;217842.0;AnthonyMastrean;"Can you name it just `informational_version`? We've left out the ""assembly"" prefix, being that it's clearly in an assembly related task.";
34;1334.0;0225d28db8e32598a3b0725a512f6c2a774ba1a7;03e3f4778a051ff2a818f24207f42e167803ddea;30.0;2591728.0;pull_r;2013-01-09T15:58:19Z;2013-01-10T10:58:18Z;527013.0;grumpydev;Sure;
35;1335.0;0225d28db8e32598a3b0725a512f6c2a774ba1a7;03e3f4778a051ff2a818f24207f42e167803ddea;30.0;2591728.0;pull_r;2013-01-09T15:58:19Z;2013-01-10T10:58:18Z;527013.0;grumpydev;Sure;
36;1364.0;792c22235f2cdc44ceef8c5190e33f7270ffa56f;86501ca78af04c62be4d39c2e3efbf7f90cf342a;34.0;2770834.0;pull_r;2013-01-25T07:19:19Z;2013-01-25T12:52:40Z;193115.0;haf;@keep_to is never initialized;
37;1364.0;792c22235f2cdc44ceef8c5190e33f7270ffa56f;86501ca78af04c62be4d39c2e3efbf7f90cf342a;34.0;2770837.0;pull_r;2013-01-25T07:19:36Z;2013-01-25T12:52:40Z;193115.0;haf;was previously symbol not found;
38;1364.0;792c22235f2cdc44ceef8c5190e33f7270ffa56f;86501ca78af04c62be4d39c2e3efbf7f90cf342a;34.0;2770848.0;pull_r;2013-01-25T07:21:23Z;2013-01-25T12:52:40Z;193115.0;haf;false by default because it's not defined - @AnthonyMastrean - what do you think of this coding pattern? I think we could at least have a `attr_accessor :keep_to`, remove the method, add rdoc on top of the `attr_accessor` and default it to false (instead of undefined);
39;1364.0;792c22235f2cdc44ceef8c5190e33f7270ffa56f;86501ca78af04c62be4d39c2e3efbf7f90cf342a;34.0;2771204.0;pull_r;2013-01-25T08:30:03Z;2013-01-25T12:52:40Z;360645.0;Maxim-Filimonov;"I thought @AnthonyMastrean wanted to avoid setting Boolean flags. We can initialize it to false by default to make it more explicit in implementation.

On 25/01/2013, at 6:21 PM, Henrik Feldt <notifications@github.com> wrote:

> In lib/albacore/output.rb:
> 
> > @@ -31,9 +31,9 @@ def erb(f, ft, locals)
> >      File.open(""#{@dir_to}/#{ft}"", 'w') {|f| f.write erb.result(ErbBinding.new(locals).get_binding)}
> >    end
> >    
> > -  def self.output_to(dir_to, dir_from)
> > -    FileUtils.rmtree dir_to
> > -    FileUtils.mkdir_p dir_to
> > +  def self.output_to(dir_to, dir_from, keep_to)
> > +    FileUtils.rmtree dir_to unless keep_to
> false by default because it's not defined - @AnthonyMastrean - what do you think of this coding pattern? I think we could at least have a attr_accessor :keep_to, remove the method, add rdoc on top of the attr_accessor and default it to false (instead of undefined)
> 
> —
> Reply to this email directly or view it on GitHub.
> ";
40;1364.0;792c22235f2cdc44ceef8c5190e33f7270ffa56f;86501ca78af04c62be4d39c2e3efbf7f90cf342a;34.0;2772153.0;pull_r;2013-01-25T10:15:13Z;2013-01-25T12:52:41Z;193115.0;haf;"But it *is* a boolean flag ;) so let's initialize it. I think this is a good PR otherwise. ";
41;1364.0;792c22235f2cdc44ceef8c5190e33f7270ffa56f;86501ca78af04c62be4d39c2e3efbf7f90cf342a;34.0;2773160.0;pull_r;2013-01-25T11:47:50Z;2013-01-25T12:52:41Z;360645.0;Maxim-Filimonov;"Agree. I meant it doesn't look like Boolean flag to user because they just call keep_to instead of setting a value to true/false. Ill add initialization code in about an hour.

On 25/01/2013, at 9:15 PM, Henrik Feldt <notifications@github.com> wrote:

> In lib/albacore/output.rb:
> 
> > @@ -31,9 +31,9 @@ def erb(f, ft, locals)
> >      File.open(""#{@dir_to}/#{ft}"", 'w') {|f| f.write erb.result(ErbBinding.new(locals).get_binding)}
> >    end
> >    
> > -  def self.output_to(dir_to, dir_from)
> > -    FileUtils.rmtree dir_to
> > -    FileUtils.mkdir_p dir_to
> > +  def self.output_to(dir_to, dir_from, keep_to)
> > +    FileUtils.rmtree dir_to unless keep_to
> But it is a boolean flag ;) so let's initialize it. I think this is a good PR otherwise.
> 
> —
> Reply to this email directly or view it on GitHub.
> ";
42;1480.0;40132c992219f81b6d57468a7cb5300efb4792d9;48943822b1a3990855e8c45252fc1e72256cbb64;37.0;3250732.0;pull_r;2013-03-05T20:48:59Z;2013-03-06T21:23:18Z;217842.0;AnthonyMastrean;"You don't need to test the `command` value. It's `nil` by default, can only be a value or `nil`, and `@command` is `nil` by default. So there's no harm in always setting it, right?

    @command = command";
43;1481.0;40132c992219f81b6d57468a7cb5300efb4792d9;48943822b1a3990855e8c45252fc1e72256cbb64;37.0;3250732.0;pull_r;2013-03-05T20:48:59Z;2013-03-06T21:23:18Z;217842.0;AnthonyMastrean;"You don't need to test the `command` value. It's `nil` by default, can only be a value or `nil`, and `@command` is `nil` by default. So there's no harm in always setting it, right?

    @command = command";
44;1480.0;40132c992219f81b6d57468a7cb5300efb4792d9;48943822b1a3990855e8c45252fc1e72256cbb64;37.0;3250787.0;pull_r;2013-03-05T20:52:32Z;2013-03-06T21:23:18Z;217842.0;AnthonyMastrean;"`nil` and `false` are the only values that resolve to `false` in Ruby. So you can write a more concise postfix statement like this

    params << "" /tag=#{@tag}"" if @tag

The existing codebase uses the more verbose/confusing syntax, but we're trying to change it one bit at a time :) It would be ok to change all of the `unless` statements in this block.";
45;1481.0;40132c992219f81b6d57468a7cb5300efb4792d9;48943822b1a3990855e8c45252fc1e72256cbb64;37.0;3250787.0;pull_r;2013-03-05T20:52:32Z;2013-03-06T21:23:18Z;217842.0;AnthonyMastrean;"`nil` and `false` are the only values that resolve to `false` in Ruby. So you can write a more concise postfix statement like this

    params << "" /tag=#{@tag}"" if @tag

The existing codebase uses the more verbose/confusing syntax, but we're trying to change it one bit at a time :) It would be ok to change all of the `unless` statements in this block.";
46;1488.0;a6d5e2b8a70df77bf75365e66b571f51f6c20597;48943822b1a3990855e8c45252fc1e72256cbb64;37.0;3269435.0;pull_r;2013-03-06T21:03:05Z;2013-03-06T21:23:18Z;217842.0;AnthonyMastrean;"I'm sorry, I wasn't clear. You should write the statement like

    params << "" /ns=#{@namespace}"" if @namespace

`unless <nil?>` is equivalent to `if <value>`";
47;1489.0;a6d5e2b8a70df77bf75365e66b571f51f6c20597;48943822b1a3990855e8c45252fc1e72256cbb64;37.0;3269435.0;pull_r;2013-03-06T21:03:05Z;2013-03-06T21:23:18Z;217842.0;AnthonyMastrean;"I'm sorry, I wasn't clear. You should write the statement like

    params << "" /ns=#{@namespace}"" if @namespace

`unless <nil?>` is equivalent to `if <value>`";
48;838.0;33b74c163c7ff2045d5ba47f1b1465f0eb890299;acddafd1e7ed208cb540872ba084602b3fc21bd3;;6227124.0;pull_r;2013-09-08T09:15:10Z;2013-09-09T14:03:10Z;193115.0;haf;This line can probably be removed.;
49;841.0;33b74c163c7ff2045d5ba47f1b1465f0eb890299;acddafd1e7ed208cb540872ba084602b3fc21bd3;;6227124.0;pull_r;2013-09-08T09:15:10Z;2013-09-09T14:03:10Z;193115.0;haf;This line can probably be removed.;
50;838.0;33b74c163c7ff2045d5ba47f1b1465f0eb890299;acddafd1e7ed208cb540872ba084602b3fc21bd3;;6227126.0;pull_r;2013-09-08T09:15:27Z;2013-09-09T14:03:10Z;193115.0;haf;Should be using single quotes.;
51;841.0;33b74c163c7ff2045d5ba47f1b1465f0eb890299;acddafd1e7ed208cb540872ba084602b3fc21bd3;;6227126.0;pull_r;2013-09-08T09:15:27Z;2013-09-09T14:03:10Z;193115.0;haf;Should be using single quotes.;
52;838.0;33b74c163c7ff2045d5ba47f1b1465f0eb890299;acddafd1e7ed208cb540872ba084602b3fc21bd3;;6227127.0;pull_r;2013-09-08T09:15:53Z;2013-09-09T14:03:10Z;193115.0;haf;Can use `%w[lib]` syntax.;
53;841.0;33b74c163c7ff2045d5ba47f1b1465f0eb890299;acddafd1e7ed208cb540872ba084602b3fc21bd3;;6227127.0;pull_r;2013-09-08T09:15:53Z;2013-09-09T14:03:10Z;193115.0;haf;Can use `%w[lib]` syntax.;
54;838.0;33b74c163c7ff2045d5ba47f1b1465f0eb890299;acddafd1e7ed208cb540872ba084602b3fc21bd3;;6227139.0;pull_r;2013-09-08T09:17:33Z;2013-09-09T14:03:10Z;193115.0;haf;Let's bump this to 1.0 then, like you said Anthony, and release 1.0.0-rc1 from this pull request, without much further ado?;
55;841.0;33b74c163c7ff2045d5ba47f1b1465f0eb890299;acddafd1e7ed208cb540872ba084602b3fc21bd3;;6227139.0;pull_r;2013-09-08T09:17:33Z;2013-09-09T14:03:10Z;193115.0;haf;Let's bump this to 1.0 then, like you said Anthony, and release 1.0.0-rc1 from this pull request, without much further ado?;
56;838.0;33b74c163c7ff2045d5ba47f1b1465f0eb890299;acddafd1e7ed208cb540872ba084602b3fc21bd3;;6237480.0;pull_r;2013-09-09T13:27:19Z;2013-09-09T14:03:10Z;217842.0;AnthonyMastrean;"When creating a new gemspec/gemfile skeleton with Bundler (my preferred way of creating those files), it drops these two lines in your gemspec

```ruby
lib = File.expand_path('../lib', __FILE__)
$LOAD_PATH.unshift(lib) unless $LOAD_PATH.include?(lib)
```

Maybe I'll just update our gemspec to match the Bundler created gemspec. They must be good conventions, right?";
57;841.0;33b74c163c7ff2045d5ba47f1b1465f0eb890299;acddafd1e7ed208cb540872ba084602b3fc21bd3;;6237480.0;pull_r;2013-09-09T13:27:19Z;2013-09-09T14:03:10Z;217842.0;AnthonyMastrean;"When creating a new gemspec/gemfile skeleton with Bundler (my preferred way of creating those files), it drops these two lines in your gemspec

```ruby
lib = File.expand_path('../lib', __FILE__)
$LOAD_PATH.unshift(lib) unless $LOAD_PATH.include?(lib)
```

Maybe I'll just update our gemspec to match the Bundler created gemspec. They must be good conventions, right?";
58;838.0;33b74c163c7ff2045d5ba47f1b1465f0eb890299;acddafd1e7ed208cb540872ba084602b3fc21bd3;;6237806.0;pull_r;2013-09-09T13:38:41Z;2013-09-09T14:03:10Z;217842.0;AnthonyMastrean;That works for me, folks can get their rubyzip dependency fix and all the latest at once. I can do this today if there are no further objections? (that is, if you're ok with the responses to your other comments);
59;841.0;33b74c163c7ff2045d5ba47f1b1465f0eb890299;acddafd1e7ed208cb540872ba084602b3fc21bd3;;6237806.0;pull_r;2013-09-09T13:38:41Z;2013-09-09T14:03:10Z;217842.0;AnthonyMastrean;That works for me, folks can get their rubyzip dependency fix and all the latest at once. I can do this today if there are no further objections? (that is, if you're ok with the responses to your other comments);
60;838.0;33b74c163c7ff2045d5ba47f1b1465f0eb890299;acddafd1e7ed208cb540872ba084602b3fc21bd3;;6238103.0;pull_r;2013-09-09T13:49:08Z;2013-09-09T14:03:10Z;217842.0;AnthonyMastrean;"Rubygems doesn't support the actual [semver spec][1] for prerelease versions, that is, with the hyphen `1.0.0-rc.1`. It will accept a dotted version, `1.0.0.rc.1`. Which reads a little odd to me, but [should work inside Rubygems][2].

 [1]: http://semver.org/spec/v2.0.0.html
 [2]: http://guides.rubygems.org/patterns/#prerelease_gems";
61;841.0;33b74c163c7ff2045d5ba47f1b1465f0eb890299;acddafd1e7ed208cb540872ba084602b3fc21bd3;;6238103.0;pull_r;2013-09-09T13:49:08Z;2013-09-09T14:03:10Z;217842.0;AnthonyMastrean;"Rubygems doesn't support the actual [semver spec][1] for prerelease versions, that is, with the hyphen `1.0.0-rc.1`. It will accept a dotted version, `1.0.0.rc.1`. Which reads a little odd to me, but [should work inside Rubygems][2].

 [1]: http://semver.org/spec/v2.0.0.html
 [2]: http://guides.rubygems.org/patterns/#prerelease_gems";
62;1350.0;cabb6f323c87e10e1708813e4f436f596bb001b8;dbe82c1d9336f0d763345a05c30bdb213ea258a9;146.0;20933359.0;pull_r;2014-11-26T13:05:38Z;2014-11-26T13:05:38Z;193115.0;haf;We have `Albacore.windows?` for easy-of-use now.;
63;1350.0;cabb6f323c87e10e1708813e4f436f596bb001b8;dbe82c1d9336f0d763345a05c30bdb213ea258a9;146.0;20933511.0;pull_r;2014-11-26T13:10:20Z;2014-11-26T13:10:20Z;193115.0;haf;Documented that https://github.com/Albacore/albacore/wiki/Albacore-Module-API;
64;1163.0;2d9d04bd0c63b09386b6c233547af2cc23dd3e77;;10.0;8355786.0;issue;2012-09-07T04:31:42Z;2012-09-07T04:31:42Z;217842.0;AnthonyMastrean;Thanks! I'm going to look it over with @haf, I had a [similar pull request](https://github.com/derickbailey/Albacore/pull/200) on Derick's repo that took a hash of _any_ other switches. Obviously, the most used switches/properties should be first-class, but some, like `fileloggerparameters` get no love!;
65;1163.0;2d9d04bd0c63b09386b6c233547af2cc23dd3e77;;10.0;8364388.0;issue;2012-09-07T12:55:40Z;2012-09-07T12:55:40Z;193115.0;haf;"It looks good, so does yours Anthony -- but I think we can make the ruby a bit nicer for all of these switches, by doing a Hash.merge and then if we use Array.collect rather than a loop.

I'm not at all against merging this directly though.

I also think our next focus should be making MSBuild work transparently with both xbuild and MSBuild so that we can enable the unit tests on travis for that task. What do you think?";
66;1163.0;2d9d04bd0c63b09386b6c233547af2cc23dd3e77;;10.0;8375333.0;issue;2012-09-07T19:03:43Z;2012-09-07T19:07:50Z;217842.0;AnthonyMastrean;"Let's merge this just to get it in! What's our release cadence? We could merge all the way to master and release a patch version (0.3.1)? Or release every passing dev branch commit as a pre-release (let's have a conversation on the google group or over email)?

I'll play with my pull request next week or so and see how it works together. You can show me how/where you'd use hash merge and array collect.

I think that your ""milestone"" of making msbuild work transparently is great for the community _and_ the build.";
67;1163.0;2d9d04bd0c63b09386b6c233547af2cc23dd3e77;;10.0;8375618.0;issue;2012-09-07T19:13:39Z;2012-09-07T19:13:39Z;193115.0;haf;Sure, go ahead :);
68;1334.0;0225d28db8e32598a3b0725a512f6c2a774ba1a7;;30.0;12050841.0;issue;2013-01-09T16:01:34Z;2013-01-09T16:01:34Z;527013.0;grumpydev;Renamed it;
69;1335.0;0225d28db8e32598a3b0725a512f6c2a774ba1a7;;30.0;12050841.0;issue;2013-01-09T16:01:34Z;2013-01-09T16:01:34Z;527013.0;grumpydev;Renamed it;
70;1334.0;0225d28db8e32598a3b0725a512f6c2a774ba1a7;;30.0;12051417.0;issue;2013-01-09T16:11:14Z;2013-01-09T16:11:14Z;217842.0;AnthonyMastrean;"How about adding some tests in the [same][1] [places][2] that we have `file_version` assertions? There's this [test data object][3] to fill out and provide in the [spec setup][4].

 [1]: https://github.com/Albacore/albacore/blob/dev/spec/assemblyinfo_spec.rb#L275
 [2]: https://github.com/Albacore/albacore/blob/dev/spec/assemblyinfo_spec.rb#L322
 [3]: https://github.com/Albacore/albacore/blob/dev/spec/support/assemblyinfotester.rb
 [4]: https://github.com/Albacore/albacore/blob/dev/spec/assemblyinfo_spec.rb#L215";
71;1335.0;0225d28db8e32598a3b0725a512f6c2a774ba1a7;;30.0;12051417.0;issue;2013-01-09T16:11:14Z;2013-01-09T16:11:14Z;217842.0;AnthonyMastrean;"How about adding some tests in the [same][1] [places][2] that we have `file_version` assertions? There's this [test data object][3] to fill out and provide in the [spec setup][4].

 [1]: https://github.com/Albacore/albacore/blob/dev/spec/assemblyinfo_spec.rb#L275
 [2]: https://github.com/Albacore/albacore/blob/dev/spec/assemblyinfo_spec.rb#L322
 [3]: https://github.com/Albacore/albacore/blob/dev/spec/support/assemblyinfotester.rb
 [4]: https://github.com/Albacore/albacore/blob/dev/spec/assemblyinfo_spec.rb#L215";
72;1334.0;0225d28db8e32598a3b0725a512f6c2a774ba1a7;;30.0;12053622.0;issue;2013-01-09T16:49:21Z;2013-01-09T16:49:21Z;527013.0;grumpydev;@AnthonyMastrean I did want to add tests, but couldn't see any for the file_version one - I'll have a look, thanks.;
73;1335.0;0225d28db8e32598a3b0725a512f6c2a774ba1a7;;30.0;12053622.0;issue;2013-01-09T16:49:21Z;2013-01-09T16:49:21Z;527013.0;grumpydev;@AnthonyMastrean I did want to add tests, but couldn't see any for the file_version one - I'll have a look, thanks.;
74;1334.0;0225d28db8e32598a3b0725a512f6c2a774ba1a7;;30.0;12089838.0;issue;2013-01-10T10:59:02Z;2013-01-10T10:59:02Z;527013.0;grumpydev;Done - made sure they failed first by adding a typo to the AssemblyInformationalVersion attribute it added.;
75;1335.0;0225d28db8e32598a3b0725a512f6c2a774ba1a7;;30.0;12089838.0;issue;2013-01-10T10:59:02Z;2013-01-10T10:59:02Z;527013.0;grumpydev;Done - made sure they failed first by adding a typo to the AssemblyInformationalVersion attribute it added.;
76;1334.0;0225d28db8e32598a3b0725a512f6c2a774ba1a7;;30.0;12089929.0;issue;2013-01-10T11:01:12Z;2013-01-10T11:01:12Z;527013.0;grumpydev;Incidentally, I only ran the spec I changed because running them all (or running except_ncover) ended up crashing csc.exe halfway through the test run.;
77;1335.0;0225d28db8e32598a3b0725a512f6c2a774ba1a7;;30.0;12089929.0;issue;2013-01-10T11:01:12Z;2013-01-10T11:01:12Z;527013.0;grumpydev;Incidentally, I only ran the spec I changed because running them all (or running except_ncover) ended up crashing csc.exe halfway through the test run.;
